# BCMC Cell random cases (N up to 65,535)
#
# Generated by validation/gen_vectors.py from validation/reference.py
# Seed: 20260731.  Do not edit by hand.
#
# One evaluation of the BCMC characteristic function per line:
#
#     bit = 1  iff  ((column - offset) mod N) < weight
#
#      N  weight  offset  column  bit
  48788   17243   33382   39429    1
  53866    9895   26150   16174    0
  28326   28326    3850   12238    1
   5983    5737    4998    3655    1
  52476    2104   34515    2552    0
  62402   51466   12964   39524    1
  54856   18365    6767    6128    0
   9351       0    6274    8378    0
  47857   47857    4675   35564    1
  20870   10172   16637    2487    1
  17153   13597      49    6615    1
  33037   17845    9150    7302    0
  62630    7692    1529   42220    0
  48372   37536   35600   42331    1
  12041       0    7632    2793    0
   9700       0    3629    9146    0
  40243   36111   25256   33715    1
  47738   17781    3181   27736    0
  48385       0   18682   18630    0
  19026    8743    2579   18416    0
  33224   33224   25753   29780    1
  33733   15013   31517   12284    1
  45624       0   15880   17530    0
    550     341       8     144    1
    576     445     169      31    1
  43691   43690   16283    2920    1
  53804   35594   43812   14913    1
  40843       0   29116   21492    0
  28931       0   15569   22705    0
  47862       0   46252   33194    0
  43979   35438   28838      79    1
  12115   12115    7132    9012    1
  48306   48306   35811   47924    1
  47464     510   30361    5542    0
   6850    5144    1986    4218    1
  29660   29660    2835   18200    1
  22366   15252    9861   17157    1
   9299    5313     676    4468    1
  12892    7484    7158    9917    1
  34992    5395    2174    4748    1
  45855   38256   22037   15212    0
  20790   20790   16605    6526    1
  28511    9118    2872   14408    0
  11307    1290    8537    4581    0
  28883   28883    6445    8319    1
  61278   53735   55270   39293    1
  51351   51351   17716   30076    1
  41439       0   40911   19672    0
   3223    3222    2775    2338    1
  42077       0     466   14475    0
     97       0       3      62    0
  33443    1433   18158    8741    0
  45425   40927   33137    5154    1
   2871    2871    1943    2453    1
  26033   18582    6276    3954    0
  23667    7390   17145   12891    0
  40366   39795   10027   19376    1
  40975   28042   14045     383    1
  34980   33947    4732    3996    0
   7378     971    1496    6176    0
  41250   41250   10590    7819    1
  64145   37643    5652   56421    0
  47822   47822   34285   44525    1
  28708   28707   19058   25545    1
  10096    3727    8365    1394    1
  48902   16466    7824   28997    0
  60032    7218   23624   19857    0
  29974   19227   29351   24591    0
  50931   25561   31797   42650    1
  48041   31351   20816   33739    1
  44536   42129   43838   26854    1
  44838   44016   27023   15380    1
  30291   16069   13463   16865    1
  56546       0   14098   30050    0
  54308       0   33924   49261    0
  36103   16468    4734   10183    1
   4649    4649    2564    4087    1
  29610    3700   20380   17534    0
  38849   11292    6547   19978    0
  37652   20066   16240   35077    1
  50109   30126   13268   26095    1
  23602   10600   12081   12311    1
  25186   23511   15075   12879    1
  31731   31730   10133    6685    1
  63135   63134    4118   31424    1
  32232       0   11005   20098    0
   6476    6476    5695    2259    1
  51761   51761   39627   11595    1
  38592   38592   27078    7905    1
    469     391     367     228    1
  30516   30516    5707    3263    1
  46949   23345     899   15577    1
  64303    2978   37946   15948    0
  41788   35099   14415   32809    1
  10583    6685    6350    6548    1
  20377       0    4553    7563    0
    902     896     566     475    1
  31325   10373   23675   13975    0
  35347       0    5601   14312    0
  13500   11392    6690    2897    1
  13900    8741     599    7084    1
  41610    9708     350   27775    0
  34633   24524   26298   27966    1
  24830    5629     920    4922    1
  61089       0   37532   37921    0
  46462       0   32540   26617    0
   3654       0     317     472    0
  51942   51941   17718   20174    1
   1021     645     581     305    0
  54188   17597   13629    5707    0
  27841   10864   14653   18954    1
  18560    2705   14771   13115    0
  60142    9045   54119   35826    0
  25693   25693   22405   16559    1
   5717     979       5    1914    0
  26541   18955   22575    4928    1
  44069   38873    2955   15312    1
  41624   27167   36480   15556    1
  62921   24273    8891   17871    1
   5990    5989    1205    4956    1
  35549   35549    9747   23464    1
  52485    8930   48796   22633    0
  10144       0    5360    1204    0
  23360   22212    9571   12712    1
  29134   29133   19994   11022    1
  37714       0    1321   14144    0
   8418    2242    1933    7982    0
  64190   52898   45373   39632    0
  16010   16010    5700    7229    1
  39310    3329   18860   12922    0
  15086    7415    4590    4653    1
  54066       0    1569   43482    0
  31413    2133   28580   15214    0
   4188    2323    1438    2419    1
   6971    6971    6367    6234    1
  29492       0   21208   13811    0
  28969   25263    4286   25245    1
  52469   44145   49170   51774    1
  39005   11028   20861   35008    0
  52331   52331   26789   52019    1
   2973     187    2052     738    0
  31013   31012    1331   21134    1
  30240       0   19235   17048    0
  31077   31077   17760    6980    1
  20677   20677    4636    7494    1
  57167   14029   37601   44539    1
  14521    5349    4013   12131    0
  54662   47583   33637   53620    1
  39740   31371    5395   15145    1
   2981      41    1462    2106    0
  10852    2228    7682    8934    1
  60041   37971   19671    4965    0
  59837   59837   34793   37951    1
   6120    3548    2538    5135    1
  25735   25734    8249   15589    1
  58231    5204   29895    3863    0
   7668    7668    7314     250    1
  25173   14060    6660   21176    0
  10698    3158    1216     656    0
  63724   39653   33080   25763    0
  16182       0   11790   12599    0
  26045   15632    8300    7276    0
  57061   22066   24729   39092    1
  59378       0   20917    8659    0
  34387   34386   16944   28280    1
  20022   20022    5942   15231    1
  59393   29056   40235   29308    0
  36981       0    3684   14405    0
    606      13     514     283    0
  21137   21137   12608   11792    1
   7121    7121    4183    1219    1
  10752    3565   10373   10377    1
  58295       0    3406   49870    0
  54195   35526   48679   26309    1
  36516       0    4480   24247    0
  60273   60272   23728   16031    1
  56861   14010   18893   53504    0
  36039       0   10267   18754    0
  60721    3932   55337   41970    0
  21399       0   18073   20843    0
  28233   28232    3855   15710    1
  33385   33384   25757   13672    1
  26182       0   15703    7493    0
  42772   42771   19010   17014    1
  60022   60021   35552    5433    1
   9644    7207    1054    4878    1
  38650       0   34415   37918    0
  61004    6348   50067   36884    0
  12502   10141    5319    8344    1
  20440   14433    5266   16652    1
  63549   30901   41774   26272    0
  19634    6953    5455    4709    0
  21873       0    6912   15263    0
  47123    9360   40812    8609    0
   4707    3748    3583    1744    1
  57019   38276   53621   28572    1
  13832   13416   12960   12349    1
  44163   29975   36866   35288    0
  49424   28144   26910   32566    1
  54241   37100   21695   49134    1
  29168       0   17569    1547    0
  33813    5492    7601   27045    0
  47960       0   20127   23684    0
  41025       0   21807   38366    0
   2681    2680    1387     555    1
  40683    1582   31638   38043    0
  41605   41605   33728   20695    1
   9182    9182     998    4393    1
  16849   16849    3288    2370    1
  53897   40543   46647   47409    1
  56159   56068   16422    1652    1
  33982   31444    6398     765    1
  50242       0   12445   19477    0
  27352   21805    2084    3993    1
  59100   59100   29753   11325    1
  45774   21498    3902   22056    1
  36408    8803    1796   29524    0
  10585   10584    1470    4218    1
  25250   19579   11817    8370    0
  61756   36982   15253   30100    1
  38465    4582   17243    6005    0
  29908    1747   12024    7289    0
  26537   21628    1363   15046    1
  64377   51521   52878   10233    1
  42070   23986   14299   13448    0
   1943     474    1163    1589    1
  33395   33395    2175   25570    1
  47140       0    4975      68    0
  22679   13988     634    2674    1
  45208   38078   13529   14683    1
   5216    5216    1982    3443    1
  16137       0   10095    7599    0
  62138   42747   13912    5516    0
   8644    8643     361    2523    1
  14483   10533    8371    5581    0
  21620    6346    7976    1398    0
  28187   17469   11254    6748    0
  52222       0    8876   13549    0
   8675    8674    1683    3615    1
  58754   58754   52135   54972    1
  30429       0    7037   16528    0
  52412   52412   29816   33200    1
  35654   18734   16933   35185    1
  23819   10760    6428    2573    0
  21345   18988    8253   17749    1
  49190   23731    9009    3235    0
  16776    7964   10006     853    1
  15869    1384    2999    7924    0
  26688   10420     693    9315    1
  41908   38120   25003   35089    1
  18444    1107     937    5036    0
  10138   10138    5072    4672    1
  12570    5239   12126    6938    0
   7038     788    3316    3221    0
  46047       0   43235   19535    0
  12942       0   10533    2359    0
  30431   21685   15454    8049    0
  16644       0   13620    9163    0
  50399   35517   39761   33450    0
  35677   35677   13862   34184    1
  28024   28024   17104    8025    1
  44484   24428   15572   42755    0
  59142   11849   33539   35393    1
  56019   55565    7650   45830    1
  41812   33083    8926   18694    1
  61228   61227   54528   38107    1
  25056       0    1417   24102    0
   9550    5941    7729    4945    0
  27668   27668   17920    7031    1
  45867   14612   19655   21284    1
  25815   13143   20189   18532    0
  12097   12096    1537    5492    1
  58561    2235   51516   36933    0
  44521   37328    8002    3739    0
  13602   13602    2062    4329    1
  62307   62307   58240   51841    1
  13773   12998    5814   12993    1
  12695    1679    3836    9525    0
  40918   24841   22002   40679    1
